,Brand,Model,Year,Fuel,Horse Power,Engine Cylinders,Number of Doors,Market Categories,Vehicle Size,Vehicle Style,Miles Per Gallon (MPG),Retail Price
6781,Acura,MDX,2016,premium unleaded (recommended),290.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,19,57230
6782,Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,19,56400
6783,Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,19,48360
6784,Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,18,50360
6785,Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,18,52360
6786,Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,19,58400
6787,Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,20,56400
6788,Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,19,43950
6789,Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,19,50360
6790,Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,18,45950
6791,Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,20,54400
6792,Mercedes-Benz,Metris,2016,premium unleaded (recommended),208.0,4.0,4.0,Luxury,Compact,Passenger Minivan,20,32500
6793,Mercedes-Benz,Metris,2016,premium unleaded (recommended),208.0,4.0,3.0,Luxury,Large,Cargo Minivan,21,28950
6800,Chevrolet,Metro,2001,regular unleaded,79.0,4.0,4.0,,Compact,Sedan,26,12515
6809,Mazda,Millenia,2001,premium unleaded (required),210.0,6.0,4.0,Performance,Midsize,Sedan,17,31025
6810,Mazda,Millenia,2001,regular unleaded,170.0,6.0,4.0,,Midsize,Sedan,17,28025
6811,Mazda,Millenia,2002,regular unleaded,170.0,6.0,4.0,,Midsize,Sedan,17,28075
6812,Mazda,Millenia,2002,premium unleaded (required),210.0,6.0,4.0,Performance,Midsize,Sedan,17,31075
6813,Mazda,Millenia,2002,premium unleaded (required),210.0,6.0,4.0,Performance,Midsize,Sedan,17,31675
6814,Mazda,Millenia,2002,regular unleaded,170.0,6.0,4.0,,Midsize,Sedan,17,28875
6815,Infiniti,M,2012,premium unleaded (required),330.0,6.0,4.0,"Luxury,Performance",Large,Sedan,17,49850
6816,Infiniti,M,2012,premium unleaded (required),330.0,6.0,4.0,"Luxury,Performance",Large,Sedan,18,47700
6817,Infiniti,M,2012,premium unleaded (recommended),360.0,6.0,4.0,"Luxury,Hybrid",Large,Sedan,27,53700
6818,Infiniti,M,2012,premium unleaded (required),420.0,8.0,4.0,"Luxury,Performance",Large,Sedan,16,59200
6819,Infiniti,M,2012,premium unleaded (required),420.0,8.0,4.0,"Luxury,Performance",Large,Sedan,16,61700
6820,Infiniti,M,2013,premium unleaded (required),420.0,8.0,4.0,"Luxury,Performance",Large,Sedan,16,61200
6821,Infiniti,M,2013,premium unleaded (recommended),360.0,6.0,4.0,"Luxury,Hybrid",Large,Sedan,27,54750
6822,Infiniti,M,2013,premium unleaded (required),330.0,6.0,4.0,"Luxury,Performance",Large,Sedan,18,48700
6823,Infiniti,M,2013,premium unleaded (required),420.0,8.0,4.0,"Luxury,Performance",Large,Sedan,16,63700
6824,Infiniti,M,2013,premium unleaded (required),330.0,6.0,4.0,"Luxury,Performance",Large,Sedan,17,50850
6825,Mitsubishi,Mirage G4,2017,regular unleaded,78.0,3.0,4.0,,Compact,Sedan,33,13995
6826,Mitsubishi,Mirage G4,2017,regular unleaded,78.0,3.0,4.0,,Compact,Sedan,35,16995
6827,Mitsubishi,Mirage G4,2017,regular unleaded,78.0,3.0,4.0,,Compact,Sedan,35,15195
6828,Mitsubishi,Mirage,2014,regular unleaded,74.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,34,12995
6829,Mitsubishi,Mirage,2014,regular unleaded,74.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,37,15195
6830,Mitsubishi,Mirage,2014,regular unleaded,74.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,34,14195
6831,Mitsubishi,Mirage,2014,regular unleaded,74.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,37,13995
6832,Mitsubishi,Mirage,2015,regular unleaded,74.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,34,12995
6833,Mitsubishi,Mirage,2015,regular unleaded,74.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,34,14295
6834,Mitsubishi,Mirage,2015,regular unleaded,74.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,37,15395
6835,Mitsubishi,Mirage,2015,regular unleaded,74.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,37,14095
6836,Mitsubishi,Mirage,2015,regular unleaded,74.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,37,14945
6837,Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,33,14795
6838,Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,33,12995
6839,Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,37,14195
6840,Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,37,15995
6841,Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,4.0,Hatchback,Compact,4dr Hatchback,37,16495
6842,Lincoln,MKC,2015,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,20,46030
6843,Lincoln,MKC,2015,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,19,35595
6844,Lincoln,MKC,2015,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,20,33100
6845,Lincoln,MKC,2015,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,19,48525
6846,Lincoln,MKC,2016,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,20,46455
6847,Lincoln,MKC,2016,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,19,42955
6848,Lincoln,MKC,2016,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,19,48950
6849,Lincoln,MKC,2016,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,20,40460
6850,Lincoln,MKC,2016,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,20,33260
6851,Lincoln,MKC,2016,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,19,39585
6852,Lincoln,MKC,2016,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,20,37090
6853,Lincoln,MKC,2016,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,19,35755
6854,Lincoln,MKC,2017,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,19,41895
6855,Lincoln,MKC,2017,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,21,35720
6856,Lincoln,MKC,2017,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,19,35130
6857,Lincoln,MKC,2017,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,21,32720
6858,Lincoln,MKC,2017,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,21,39485
6859,Lincoln,MKC,2017,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,19,38125
6860,Lincoln,MKC,2017,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,21,45475
6861,Lincoln,MKC,2017,regular unleaded,240.0,4.0,4.0,"Crossover,Luxury",Compact,4dr SUV,19,47880
6862,Lincoln,MKS,2014,regular unleaded,304.0,6.0,4.0,"Luxury,Performance",Large,Sedan,19,38850
6863,Lincoln,MKS,2014,regular unleaded,304.0,6.0,4.0,"Luxury,Performance",Large,Sedan,18,40845
6864,Lincoln,MKS,2014,premium unleaded (recommended),365.0,6.0,4.0,"Luxury,Performance",Large,Sedan,17,45840
6865,Lincoln,MKS,2015,premium unleaded (recommended),365.0,6.0,4.0,"Luxury,Performance",Large,Sedan,17,45840
6866,Lincoln,MKS,2015,regular unleaded,305.0,6.0,4.0,"Luxury,Performance",Large,Sedan,19,38850
6867,Lincoln,MKS,2015,regular unleaded,305.0,6.0,4.0,"Luxury,Performance",Large,Sedan,18,40845
6868,Lincoln,MKS,2016,regular unleaded,350.0,6.0,4.0,"Luxury,Performance",Large,Sedan,17,41005
6869,Lincoln,MKS,2016,regular unleaded,350.0,6.0,4.0,"Luxury,Performance",Large,Sedan,17,39010
6870,Lincoln,MKS,2016,premium unleaded (recommended),365.0,6.0,4.0,"Luxury,Performance",Large,Sedan,16,46000
6871,Lincoln,MKT,2015,premium unleaded (recommended),365.0,6.0,4.0,"Crossover,Luxury,Performance",Large,Wagon,16,45205
6872,Lincoln,MKT,2015,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Large,Wagon,17,43210
6873,Lincoln,MKT,2016,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Large,Wagon,16,43370
6874,Lincoln,MKT,2016,premium unleaded (recommended),365.0,6.0,4.0,"Crossover,Luxury,Performance",Large,Wagon,15,45365
6875,Lincoln,MKT,2017,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Large,Wagon,16,43530
6876,Lincoln,MKT,2017,premium unleaded (recommended),365.0,6.0,4.0,"Crossover,Luxury,Performance",Large,Wagon,15,49025
6877,Lincoln,MKX,2015,regular unleaded,305.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,40850
6878,Lincoln,MKX,2015,regular unleaded,305.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,18,38900
6879,Lincoln,MKX,2016,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,44045
6880,Lincoln,MKX,2016,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,47810
6881,Lincoln,MKX,2016,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,53475
6882,Lincoln,MKX,2016,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,38260
6883,Lincoln,MKX,2016,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,55970
6884,Lincoln,MKX,2016,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,45315
6885,Lincoln,MKX,2016,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,40755
6886,Lincoln,MKX,2016,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,41550
6887,Lincoln,MKX,2017,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,38260
6888,Lincoln,MKX,2017,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,16,44045
6889,Lincoln,MKX,2017,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,16,48055
6890,Lincoln,MKX,2017,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,45560
6891,Lincoln,MKX,2017,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,53475
6892,Lincoln,MKX,2017,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,16,40755
6893,Lincoln,MKX,2017,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,41550
6894,Lincoln,MKX,2017,regular unleaded,303.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,16,55970
6895,Lincoln,MKZ Hybrid,2011,regular unleaded,191.0,4.0,4.0,"Luxury,Hybrid",Midsize,Sedan,41,34645
6896,Lincoln,MKZ,2015,regular unleaded,231.0,4.0,4.0,Luxury,Midsize,Sedan,22,45555
6897,Lincoln,MKZ,2015,regular unleaded,231.0,4.0,4.0,Luxury,Midsize,Sedan,22,35190
6898,Lincoln,MKZ,2015,regular unleaded,188.0,4.0,4.0,"Luxury,Hybrid",Midsize,Sedan,41,35190
6899,Lincoln,MKZ,2015,regular unleaded,231.0,4.0,4.0,Luxury,Midsize,Sedan,22,37080
6900,Lincoln,MKZ,2015,regular unleaded,188.0,4.0,4.0,"Luxury,Hybrid",Midsize,Sedan,41,45555
6901,Lincoln,MKZ,2015,regular unleaded,231.0,4.0,4.0,Luxury,Midsize,Sedan,22,47445
6902,Lincoln,MKZ,2016,regular unleaded,231.0,4.0,4.0,Luxury,Midsize,Sedan,22,37080
6903,Lincoln,MKZ,2016,regular unleaded,188.0,4.0,4.0,"Luxury,Hybrid",Midsize,Sedan,41,45605
6904,Lincoln,MKZ,2016,regular unleaded,231.0,4.0,4.0,Luxury,Midsize,Sedan,22,45605
6905,Lincoln,MKZ,2016,regular unleaded,231.0,4.0,4.0,Luxury,Midsize,Sedan,22,47495
6906,Lincoln,MKZ,2016,regular unleaded,188.0,4.0,4.0,"Luxury,Hybrid",Midsize,Sedan,41,35190
6907,Lincoln,MKZ,2016,regular unleaded,231.0,4.0,4.0,Luxury,Midsize,Sedan,22,35190
6908,Lincoln,MKZ,2017,regular unleaded,,4.0,4.0,"Luxury,Hybrid",Midsize,Sedan,41,35010
6909,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,4.0,Luxury,Midsize,Sedan,20,36900
6910,Lincoln,MKZ,2017,regular unleaded,,4.0,4.0,"Luxury,Hybrid",Midsize,Sedan,41,39510
6911,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,4.0,Luxury,Midsize,Sedan,21,39510
6912,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,4.0,Luxury,Midsize,Sedan,20,49560
6913,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,4.0,Luxury,Midsize,Sedan,21,35010
6914,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,4.0,Luxury,Midsize,Sedan,20,41400
6915,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,4.0,Luxury,Midsize,Sedan,21,47670
6916,Lincoln,MKZ,2017,regular unleaded,,4.0,4.0,"Luxury,Hybrid",Midsize,Sedan,41,36760
6917,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,4.0,Luxury,Midsize,Sedan,21,36760
6918,Lincoln,MKZ,2017,regular unleaded,,4.0,4.0,"Luxury,Hybrid",Midsize,Sedan,41,47670
6919,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,4.0,Luxury,Midsize,Sedan,20,38650
6921,Tesla,Model S,2014,electric,,0.0,4.0,"Exotic,High-Performance",Large,Sedan,88,79900
6922,Tesla,Model S,2014,electric,,0.0,4.0,"Exotic,Performance",Large,Sedan,94,69900
6923,Tesla,Model S,2014,electric,,0.0,4.0,"Exotic,High-Performance",Large,Sedan,86,104500
6924,Tesla,Model S,2014,electric,,0.0,4.0,"Exotic,High-Performance",Large,Sedan,88,93400
6925,Tesla,Model S,2015,electric,,0.0,4.0,"Exotic,Performance",Large,Sedan,94,69900
6926,Tesla,Model S,2015,electric,,0.0,4.0,"Exotic,Performance",Large,Sedan,101,75000
6927,Tesla,Model S,2015,electric,,0.0,4.0,"Exotic,High-Performance",Large,Sedan,95,85000
6928,Tesla,Model S,2015,electric,,0.0,4.0,"Exotic,High-Performance",Large,Sedan,89,105000
6929,Tesla,Model S,2015,electric,,0.0,4.0,"Exotic,Performance",Large,Sedan,88,80000
6930,Tesla,Model S,2016,electric,,0.0,,"Exotic,Performance",Large,Sedan,102,79500
6931,Tesla,Model S,2016,electric,,0.0,,"Exotic,Performance",Large,Sedan,98,66000
6932,Tesla,Model S,2016,electric,,0.0,,"Exotic,High-Performance",Large,Sedan,92,134500
6933,Tesla,Model S,2016,electric,,0.0,,"Exotic,Performance",Large,Sedan,97,74500
6934,Tesla,Model S,2016,electric,,0.0,,"Exotic,Performance",Large,Sedan,101,71000
6935,Tesla,Model S,2016,electric,,0.0,4.0,"Exotic,Performance",Large,Sedan,101,75000
6936,Tesla,Model S,2016,electric,,0.0,4.0,"Exotic,High-Performance",Large,Sedan,101,89500
6937,Tesla,Model S,2016,electric,,0.0,4.0,"Exotic,High-Performance",Large,Sedan,91,112000
6938,Tesla,Model S,2016,electric,,0.0,4.0,"Exotic,Performance",Large,Sedan,88,70000
6945,Pontiac,Montana SV6,2006,regular unleaded,201.0,6.0,4.0,,Midsize,Passenger Minivan,16,24250
6946,Pontiac,Montana SV6,2006,regular unleaded,196.0,6.0,4.0,,Midsize,Passenger Minivan,15,27750
6947,Pontiac,Montana,2003,regular unleaded,185.0,6.0,4.0,,Midsize,Passenger Minivan,17,26140
6948,Pontiac,Montana,2003,regular unleaded,185.0,6.0,4.0,,Midsize,Passenger Minivan,16,33790
6949,Pontiac,Montana,2003,regular unleaded,185.0,6.0,4.0,,Compact,Passenger Minivan,17,25815
6950,Pontiac,Montana,2003,regular unleaded,185.0,6.0,4.0,,Midsize,Passenger Minivan,16,30540
6951,Pontiac,Montana,2003,regular unleaded,185.0,6.0,4.0,,Midsize,Passenger Minivan,17,27590
6952,Pontiac,Montana,2003,regular unleaded,185.0,6.0,4.0,,Compact,Passenger Minivan,17,24165
6953,Pontiac,Montana,2003,regular unleaded,185.0,6.0,4.0,,Midsize,Passenger Minivan,17,29740
6954,Pontiac,Montana,2004,regular unleaded,185.0,6.0,4.0,,Compact,Passenger Minivan,17,23335
6955,Pontiac,Montana,2004,regular unleaded,185.0,6.0,4.0,,Midsize,Passenger Minivan,16,31035
6956,Pontiac,Montana,2004,regular unleaded,185.0,6.0,4.0,,Midsize,Passenger Minivan,17,25885
6957,Pontiac,Montana,2004,regular unleaded,185.0,6.0,4.0,,Midsize,Passenger Minivan,17,30235
6958,Pontiac,Montana,2005,regular unleaded,200.0,6.0,4.0,,Midsize,Passenger Minivan,15,30210
6959,Pontiac,Montana,2005,regular unleaded,185.0,6.0,4.0,,Midsize,Passenger Minivan,16,26040
6960,Pontiac,Montana,2005,regular unleaded,200.0,6.0,4.0,,Midsize,Passenger Minivan,16,24520
6961,Pontiac,Montana,2005,regular unleaded,200.0,6.0,4.0,,Midsize,Passenger Minivan,16,27890
6962,Pontiac,Montana,2005,regular unleaded,185.0,6.0,4.0,,Midsize,Passenger Minivan,16,30420
6963,Pontiac,Montana,2005,regular unleaded,200.0,6.0,4.0,,Midsize,Passenger Minivan,15,27700
6964,Chevrolet,Monte Carlo,2005,regular unleaded,180.0,6.0,2.0,,Midsize,Coupe,19,22280
6965,Chevrolet,Monte Carlo,2005,regular unleaded,200.0,6.0,2.0,,Midsize,Coupe,18,24690
6966,Chevrolet,Monte Carlo,2005,premium unleaded (required),240.0,6.0,2.0,Performance,Midsize,Coupe,17,28355
6967,Chevrolet,Monte Carlo,2006,regular unleaded,242.0,6.0,2.0,,Midsize,Coupe,18,24930
6968,Chevrolet,Monte Carlo,2006,flex-fuel (unleaded/E85),211.0,6.0,2.0,Flex Fuel,Midsize,Coupe,19,20830
6969,Chevrolet,Monte Carlo,2006,regular unleaded,303.0,8.0,2.0,Performance,Midsize,Coupe,16,26330
6970,Chevrolet,Monte Carlo,2006,flex-fuel (unleaded/E85),211.0,6.0,2.0,Flex Fuel,Midsize,Coupe,19,20330
6971,Chevrolet,Monte Carlo,2006,regular unleaded,242.0,6.0,2.0,,Midsize,Coupe,18,23430
6972,Chevrolet,Monte Carlo,2007,regular unleaded,303.0,8.0,2.0,Performance,Midsize,Coupe,16,27740
6973,Chevrolet,Monte Carlo,2007,flex-fuel (unleaded/E85),211.0,6.0,2.0,Flex Fuel,Midsize,Coupe,19,22625
6974,Chevrolet,Monte Carlo,2007,flex-fuel (unleaded/E85),211.0,6.0,2.0,Flex Fuel,Midsize,Coupe,19,21015
6975,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,4.0,,Midsize,4dr SUV,15,27607
6976,Mitsubishi,Montero Sport,2002,regular unleaded,165.0,6.0,4.0,,Midsize,4dr SUV,15,27777
6977,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,4.0,,Midsize,4dr SUV,14,29627
6978,Mitsubishi,Montero Sport,2002,regular unleaded,165.0,6.0,4.0,,Midsize,4dr SUV,16,22777
6979,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,4.0,,Midsize,4dr SUV,14,32887
6980,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,4.0,,Midsize,4dr SUV,15,31317
6981,Mitsubishi,Montero Sport,2002,regular unleaded,165.0,6.0,4.0,,Midsize,4dr SUV,15,25087
6982,Mitsubishi,Montero Sport,2002,regular unleaded,165.0,6.0,4.0,,Midsize,4dr SUV,16,25637
6983,Mitsubishi,Montero Sport,2003,regular unleaded,165.0,6.0,4.0,,Midsize,4dr SUV,15,27777
6984,Mitsubishi,Montero Sport,2003,regular unleaded,165.0,6.0,4.0,,Midsize,4dr SUV,15,25217
6985,Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,4.0,,Midsize,4dr SUV,15,27607
6986,Mitsubishi,Montero Sport,2003,regular unleaded,165.0,6.0,4.0,,Midsize,4dr SUV,16,22907
6987,Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,4.0,,Midsize,4dr SUV,14,32887
6988,Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,4.0,,Midsize,4dr SUV,14,29627
6989,Mitsubishi,Montero Sport,2003,regular unleaded,165.0,6.0,4.0,,Midsize,4dr SUV,16,25637
6990,Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,4.0,,Midsize,4dr SUV,15,31317
6991,Mitsubishi,Montero Sport,2004,regular unleaded,197.0,6.0,4.0,,Midsize,4dr SUV,15,26199
6992,Mitsubishi,Montero Sport,2004,regular unleaded,197.0,6.0,4.0,,Midsize,4dr SUV,14,25999
6993,Mitsubishi,Montero Sport,2004,regular unleaded,197.0,6.0,4.0,,Midsize,4dr SUV,14,28199
6994,Mitsubishi,Montero Sport,2004,regular unleaded,197.0,6.0,4.0,,Midsize,4dr SUV,15,23999
6995,Mitsubishi,Montero,2004,regular unleaded,215.0,6.0,4.0,,Midsize,4dr SUV,13,34999
6996,Mitsubishi,Montero,2005,regular unleaded,215.0,6.0,4.0,,Midsize,4dr SUV,13,35799
6997,Mitsubishi,Montero,2006,regular unleaded,215.0,6.0,4.0,,Midsize,4dr SUV,13,36159
6998,McLaren,MP4-12C,2012,premium unleaded (required),592.0,8.0,2.0,"Exotic,High-Performance",Compact,Coupe,15,229000
6999,McLaren,MP4-12C,2013,premium unleaded (required),616.0,8.0,2.0,"Exotic,High-Performance",Compact,Coupe,15,239400
7000,Mazda,MPV,2004,regular unleaded,200.0,6.0,4.0,,Compact,Passenger Minivan,16,28460
7001,Mazda,MPV,2004,regular unleaded,200.0,6.0,4.0,,Compact,Passenger Minivan,16,23490
7002,Mazda,MPV,2005,regular unleaded,200.0,6.0,4.0,,Compact,Passenger Minivan,16,28515
7003,Mazda,MPV,2005,regular unleaded,200.0,6.0,4.0,,Compact,Passenger Minivan,16,22115
7004,Mazda,MPV,2005,regular unleaded,200.0,6.0,4.0,,Compact,Passenger Minivan,16,22950
7005,Mazda,MPV,2006,regular unleaded,200.0,6.0,4.0,,Compact,Passenger Minivan,16,28515
7006,Mazda,MPV,2006,regular unleaded,200.0,6.0,4.0,,Compact,Passenger Minivan,16,22950
7007,Mazda,MPV,2006,regular unleaded,200.0,6.0,4.0,,Compact,Passenger Minivan,16,22115
7008,Toyota,MR2 Spyder,2003,premium unleaded (required),138.0,4.0,2.0,Performance,Compact,Convertible,22,25645
7009,Toyota,MR2 Spyder,2003,premium unleaded (required),138.0,4.0,2.0,Performance,Compact,Convertible,23,24645
7010,Toyota,MR2 Spyder,2004,regular unleaded,138.0,4.0,2.0,Performance,Compact,Convertible,23,25895
7011,Toyota,MR2 Spyder,2004,regular unleaded,138.0,4.0,2.0,Performance,Compact,Convertible,23,24895
7012,Toyota,MR2 Spyder,2005,regular unleaded,138.0,4.0,2.0,Performance,Compact,Convertible,23,26145
7013,Toyota,MR2 Spyder,2005,regular unleaded,138.0,4.0,2.0,Performance,Compact,Convertible,23,25145
7020,Bentley,Mulsanne,2014,premium unleaded (required),505.0,8.0,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,11,298900
7021,Bentley,Mulsanne,2015,premium unleaded (required),505.0,8.0,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,11,303700
7022,Bentley,Mulsanne,2016,premium unleaded (required),505.0,8.0,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,11,303700
7023,Bentley,Mulsanne,2016,premium unleaded (required),530.0,8.0,4.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Sedan,11,335600
7024,Nissan,Murano CrossCabriolet,2012,premium unleaded (recommended),265.0,6.0,2.0,Crossover,Midsize,Convertible SUV,17,44540
7025,Nissan,Murano CrossCabriolet,2013,premium unleaded (recommended),265.0,6.0,2.0,Crossover,Midsize,Convertible SUV,17,44540
7026,Nissan,Murano CrossCabriolet,2014,premium unleaded (recommended),265.0,6.0,2.0,Crossover,Midsize,Convertible SUV,17,41995
7027,Nissan,Murano,2015,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,39000
7028,Nissan,Murano,2015,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,38550
7029,Nissan,Murano,2015,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,40600
7030,Nissan,Murano,2015,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,36950
7031,Nissan,Murano,2015,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,34220
7032,Nissan,Murano,2015,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,29560
7033,Nissan,Murano,2015,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,32620
7034,Nissan,Murano,2015,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,31160
7035,Nissan,Murano,2016,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,34400
7036,Nissan,Murano,2016,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,39180
7037,Nissan,Murano,2016,regular unleaded,250.0,4.0,4.0,"Crossover,Hybrid",Midsize,4dr SUV,26,41730
7038,Nissan,Murano,2016,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,32800
7039,Nissan,Murano,2016,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,38730
7040,Nissan,Murano,2016,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,29740
7041,Nissan,Murano,2016,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,40780
7042,Nissan,Murano,2016,regular unleaded,260.0,6.0,4.0,Crossover,Midsize,4dr SUV,21,31340
