,Rooms,Type,Method,Distance,Postcode,Bedrooms,Bathroom,Car,Landsize,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Price class
4850,5,h,S,7.5,3040.0,5.0,3.0,2.0,486.0,,-37.76111,144.89845,Western Metropolitan,1543.0,1
4851,3,u,S,8.0,3040.0,3.0,2.0,1.0,282.0,,-37.7491,144.8917,Western Metropolitan,9264.0,0
4852,2,u,S,4.6,3122.0,2.0,1.0,1.0,0.0,,-37.8261,145.0254,Southern Metropolitan,11308.0,0
4853,3,h,S,6.3,3143.0,3.0,3.0,1.0,301.0,,-37.8511,145.0167,Southern Metropolitan,4836.0,2
4854,3,h,S,7.9,3079.0,3.0,2.0,2.0,618.0,1960.0,-37.7817,145.0391,Eastern Metropolitan,5549.0,1
4855,4,h,SP,6.4,3011.0,3.0,1.0,2.0,633.0,,-37.802,144.889,Western Metropolitan,7570.0,1
4856,3,h,S,11.2,3042.0,3.0,1.0,1.0,650.0,,-37.7436,144.8856,Western Metropolitan,2291.0,1
4857,2,h,SP,12.6,3020.0,2.0,1.0,0.0,611.0,,-37.783,144.8405,Western Metropolitan,3755.0,0
4858,2,u,S,1.8,3051.0,2.0,1.0,1.0,0.0,,-37.80298,144.9568,Northern Metropolitan,6821.0,0
4859,2,t,S,3.3,3141.0,3.0,2.0,1.0,1302.0,,-37.8377,145.0021,Southern Metropolitan,14887.0,1
4860,4,h,S,12.0,3073.0,4.0,1.0,2.0,871.0,,-37.70056,145.00345,Northern Metropolitan,21650.0,0
4861,3,h,S,14.5,3042.0,3.0,1.0,1.0,338.0,1960.0,-37.7212,144.8545,Western Metropolitan,1119.0,0
4862,5,h,S,27.0,3196.0,5.0,5.0,4.0,570.0,1990.0,-38.03335,145.13212,South-Eastern Metropolitan,2076.0,0
4863,3,h,PI,13.8,3018.0,3.0,3.0,1.0,577.0,,-37.8699,144.8235,Western Metropolitan,5301.0,0
4864,2,t,PI,4.0,3057.0,2.0,2.0,1.0,65.0,2013.0,-37.76812,144.97413999999995,Northern Metropolitan,5533.0,0
4865,1,u,SP,13.7,3188.0,1.0,1.0,1.0,0.0,,-37.9414,145.0016,Southern Metropolitan,5454.0,0
4866,3,h,S,3.5,3207.0,3.0,1.0,0.0,,1890.0,-37.83509,144.94286,Southern Metropolitan,8648.0,0
4867,3,h,SP,9.5,3034.0,3.0,1.0,4.0,603.0,,-37.76616,144.8575,Western Metropolitan,4502.0,0
4868,3,h,SP,13.8,3165.0,3.0,2.0,2.0,616.0,1960.0,-37.91506,145.07121,Southern Metropolitan,10969.0,1
4869,3,u,VB,8.2,3041.0,3.0,2.0,2.0,288.0,1970.0,-37.73415,144.91852,Western Metropolitan,3284.0,0
4870,3,h,S,13.5,3042.0,2.0,1.0,1.0,290.0,1980.0,-37.7273,144.8744,Western Metropolitan,3464.0,0
4871,2,u,S,7.0,3071.0,2.0,1.0,1.0,120.0,1975.0,-37.75668,145.00929,Northern Metropolitan,8870.0,0
4872,4,h,S,5.2,3056.0,4.0,3.0,6.0,733.0,1950.0,-37.759,144.96623,Northern Metropolitan,11918.0,1
4873,2,u,PI,6.5,3071.0,2.0,1.0,1.0,0.0,1960.0,-37.7542,145.01,Northern Metropolitan,8870.0,0
4874,4,h,S,3.6,3068.0,4.0,2.0,0.0,191.0,,-37.79274,144.99863,Northern Metropolitan,2954.0,1
4875,3,h,S,12.4,3083.0,2.0,1.0,1.0,907.0,1960.0,-37.7143,145.039,Northern Metropolitan,1414.0,0
4876,1,u,SP,6.1,3182.0,1.0,1.0,0.0,0.0,2013.0,-37.8682,144.9782,Southern Metropolitan,13240.0,0
4877,3,h,S,14.7,3167.0,3.0,1.0,4.0,658.0,1950.0,-37.9176,145.0839,South-Eastern Metropolitan,3692.0,0
4878,3,h,S,26.0,3137.0,3.0,1.0,2.0,862.0,1970.0,-37.79902,145.32092,Eastern Metropolitan,4654.0,0
4879,2,t,VB,9.7,3103.0,2.0,1.0,1.0,104.0,,-37.8061,145.0878,Southern Metropolitan,5682.0,0
4880,3,h,S,5.7,3078.0,3.0,2.0,0.0,478.0,,-37.78022,145.01771000000005,Northern Metropolitan,2970.0,1
4881,3,h,SP,6.4,3012.0,3.0,1.0,2.0,377.0,,-37.79285,144.86969,Western Metropolitan,5058.0,0
4882,3,h,S,12.4,3060.0,3.0,1.0,2.0,585.0,1960.0,-37.695,144.9676,Northern Metropolitan,5070.0,0
4883,3,h,S,4.6,3122.0,3.0,2.0,1.0,460.0,1940.0,-37.8155,145.019,Southern Metropolitan,11308.0,1
4884,4,h,S,24.8,3156.0,4.0,2.0,2.0,659.0,1992.0,-37.89508,145.27879,Eastern Metropolitan,10788.0,0
4885,3,u,S,15.4,3131.0,3.0,1.0,2.0,319.0,,-37.82275,145.1764,Eastern Metropolitan,4973.0,0
4886,3,h,SP,15.0,3021.0,3.0,1.0,0.0,543.0,,-37.7367,144.82399999999996,Western Metropolitan,1202.0,0
4887,4,h,PI,11.2,3145.0,4.0,2.0,2.0,207.0,,-37.8845,145.072,Southern Metropolitan,8801.0,1
4888,4,h,S,5.9,3032.0,4.0,2.0,4.0,598.0,2012.0,-37.7774,144.9104,Western Metropolitan,6567.0,1
4889,2,u,VB,4.3,3032.0,2.0,1.0,2.0,0.0,,-37.77117,144.88041,Western Metropolitan,4918.0,0
4890,3,h,S,11.2,3046.0,3.0,1.0,2.0,676.0,,-37.70691,144.93498,Northern Metropolitan,8870.0,0
4891,5,h,S,9.7,3103.0,4.0,2.0,2.0,981.0,1960.0,-37.8058,145.0627,Southern Metropolitan,5682.0,2
4892,4,h,S,17.3,3193.0,4.0,2.0,2.0,659.0,1950.0,-37.97951,145.02515,Southern Metropolitan,2866.0,1
4893,3,h,VB,9.0,3126.0,3.0,3.0,2.0,468.0,1890.0,-37.8264,145.0741,Southern Metropolitan,3265.0,2
4894,4,h,S,17.9,3082.0,4.0,2.0,2.0,537.0,,-37.65532,145.04131,Northern Metropolitan,10529.0,0
4895,2,u,VB,8.1,3161.0,2.0,1.0,1.0,0.0,2012.0,-37.861,145.0136,Southern Metropolitan,6923.0,0
4896,3,h,VB,13.9,3165.0,3.0,1.0,1.0,710.0,1966.0,-37.9324,145.0577,Southern Metropolitan,10969.0,0
4897,1,u,S,3.8,3207.0,1.0,1.0,1.0,0.0,2002.0,-37.8405,144.9385,Southern Metropolitan,8648.0,0
4898,3,h,S,7.4,3144.0,3.0,2.0,1.0,246.0,1910.0,-37.871,145.0364,Southern Metropolitan,4675.0,1
4899,3,h,S,5.2,3056.0,3.0,2.0,1.0,0.0,1945.0,-37.7763,144.9597,Northern Metropolitan,11918.0,1
4900,3,h,S,7.8,3124.0,3.0,2.0,2.0,324.0,,-37.8418,145.0916,Southern Metropolitan,8920.0,1
4901,2,h,S,8.8,3072.0,2.0,1.0,2.0,712.0,,-37.7354,145.015,Northern Metropolitan,14577.0,1
4902,3,h,SP,13.0,3046.0,3.0,2.0,3.0,1029.0,1950.0,-37.7115,144.9147,Northern Metropolitan,8870.0,0
4903,2,u,S,6.9,3039.0,2.0,1.0,1.0,0.0,1970.0,-37.7597,144.9188,Western Metropolitan,6232.0,0
4904,2,t,S,5.9,3032.0,2.0,2.0,1.0,113.0,1998.0,-37.7712,144.9088,Western Metropolitan,6567.0,0
4905,3,h,VB,13.6,3043.0,3.0,2.0,1.0,367.0,2008.0,-37.704,144.8989,Western Metropolitan,1071.0,0
4906,3,h,S,34.1,3805.0,3.0,2.0,2.0,668.0,,-38.00908,145.30264,South-Eastern Metropolitan,9376.0,0
4907,3,h,S,12.4,3060.0,3.0,1.0,1.0,602.0,,-37.6995,144.9669,Northern Metropolitan,5070.0,0
4908,2,h,PI,14.7,3167.0,2.0,1.0,2.0,428.0,,-37.9249,145.0943,South-Eastern Metropolitan,3692.0,0
4909,2,u,S,11.0,3147.0,2.0,1.0,2.0,257.0,,-37.866,145.089,Southern Metropolitan,3052.0,0
4910,3,u,S,2.6,3121.0,3.0,2.0,2.0,0.0,,-37.8128,145.0139,Northern Metropolitan,14949.0,0
4911,3,h,S,3.8,3207.0,3.0,2.0,2.0,368.0,1880.0,-37.8323,144.9463,Southern Metropolitan,8648.0,2
4912,3,h,PI,9.2,3104.0,3.0,1.0,2.0,992.0,,-37.7977,145.1037,Southern Metropolitan,7809.0,1
4913,3,t,S,3.5,3207.0,3.0,2.0,2.0,104.0,2015.0,-37.83165,144.94411000000005,Southern Metropolitan,8648.0,1
4914,3,u,S,12.8,3033.0,3.0,2.0,2.0,112.0,2013.0,-37.7434,144.881,Western Metropolitan,5629.0,0
4915,4,h,S,4.6,3181.0,4.0,2.0,2.0,401.0,1910.0,-37.85565,145.00839,Southern Metropolitan,7717.0,2
4916,3,h,PI,13.3,3020.0,3.0,1.0,4.0,625.0,,-37.7695,144.8347,Western Metropolitan,4217.0,0
4917,3,h,S,12.1,3083.0,3.0,1.0,2.0,557.0,,-37.68811,145.05507,Northern Metropolitan,10175.0,0
4918,3,u,S,16.7,3168.0,3.0,1.0,2.0,340.0,1955.0,-37.92559,145.10804,South-Eastern Metropolitan,5837.0,0
4919,1,u,S,5.3,3122.0,1.0,1.0,1.0,0.0,1970.0,-37.82694,145.03094,Southern Metropolitan,11308.0,0
4920,2,t,S,8.8,3081.0,2.0,1.0,1.0,129.0,2013.0,-37.74931,145.05505,Eastern Metropolitan,2947.0,0
4921,2,u,S,0.0,3000.0,2.0,1.0,0.0,89.0,2003.0,-37.80802,144.96168,Northern Metropolitan,17496.0,0
4922,3,h,S,10.4,3125.0,3.0,1.0,2.0,695.0,,-37.85126,145.1132,Southern Metropolitan,5678.0,1
4923,3,h,S,9.7,3041.0,3.0,1.0,2.0,692.0,1960.0,-37.7217,144.9074,Western Metropolitan,3284.0,0
4924,1,u,S,11.4,3163.0,1.0,1.0,1.0,0.0,1960.0,-37.8944,145.0616,Southern Metropolitan,7822.0,0
4925,1,u,S,6.1,3182.0,1.0,1.0,1.0,0.0,,-37.8569,144.9885,Southern Metropolitan,13240.0,0
4926,3,h,VB,7.2,3184.0,3.0,2.0,,225.0,1890.0,-37.87614,144.99081,Southern Metropolitan,8989.0,1
4927,3,h,PI,7.8,3124.0,3.0,2.0,1.0,777.0,1950.0,-37.8431,145.0962,Southern Metropolitan,8920.0,1
4928,1,h,S,6.2,3039.0,1.0,1.0,1.0,552.0,,-37.76075,144.91926999999995,Western Metropolitan,6232.0,1
4929,3,h,S,20.5,3752.0,3.0,2.0,4.0,492.0,2007.0,-37.64215,145.08584,Northern Metropolitan,7969.0,0
4930,3,u,S,9.5,3034.0,3.0,1.0,1.0,204.0,,-37.76215,144.85986,Western Metropolitan,4502.0,0
4931,4,h,S,2.6,3121.0,4.0,2.0,2.0,58.0,2007.0,-37.817,145.0135,Northern Metropolitan,14949.0,1
4932,5,h,VB,5.6,3101.0,5.0,2.0,2.0,674.0,1959.0,-37.8064,145.0608,Southern Metropolitan,10331.0,2
4933,3,h,S,10.1,3163.0,3.0,2.0,2.0,602.0,1970.0,-37.90248,145.05943,Southern Metropolitan,7822.0,1
4934,4,h,PI,14.0,3166.0,4.0,3.0,4.0,691.0,1950.0,-37.8999,145.0993,Southern Metropolitan,3224.0,1
4935,2,u,VB,5.8,3078.0,2.0,1.0,2.0,0.0,1970.0,-37.7732,145.0193,Northern Metropolitan,2970.0,0
4936,3,h,PI,9.8,3040.0,3.0,1.0,2.0,613.0,,-37.7552,144.8882,Western Metropolitan,588.0,0
4937,5,h,S,6.4,3078.0,5.0,4.0,4.0,809.0,1910.0,-37.775,145.0268,Northern Metropolitan,2211.0,2
4938,3,h,S,12.8,3033.0,3.0,1.0,3.0,660.0,,-37.7466,144.8707,Western Metropolitan,5629.0,0
4939,3,h,S,36.9,3200.0,3.0,1.0,1.0,657.0,1975.0,-38.12023,145.15188,Eastern Victoria,2500.0,0
4940,2,u,S,8.9,3162.0,2.0,1.0,1.0,0.0,1960.0,-37.8865,145.0302,Southern Metropolitan,2379.0,0
4941,2,u,SP,2.6,3052.0,2.0,1.0,1.0,2193.0,,-37.7813,144.9578,Northern Metropolitan,2309.0,0
4942,2,t,SP,20.5,3752.0,2.0,1.0,1.0,305.0,1999.0,-37.6522,145.09261,Northern Metropolitan,7969.0,0
4943,3,t,S,3.5,3068.0,3.0,2.0,1.0,77.0,2016.0,-37.7923,144.9776,Northern Metropolitan,6244.0,0
4944,2,h,S,7.9,3079.0,2.0,1.0,1.0,221.0,,-37.7654,145.036,Eastern Metropolitan,5549.0,0
4945,3,h,S,8.5,3185.0,3.0,2.0,1.0,391.0,1905.0,-37.8885,145.0133,Southern Metropolitan,4898.0,1
4946,3,h,S,11.2,3046.0,3.0,1.0,2.0,655.0,1960.0,-37.70608,144.92541,Northern Metropolitan,8870.0,0
4947,2,u,SP,2.4,3121.0,2.0,2.0,2.0,180.0,1940.0,-37.81443,144.99079,Northern Metropolitan,14949.0,0
4948,4,h,S,10.5,3034.0,4.0,2.0,2.0,570.0,,-37.7513,144.859,Western Metropolitan,4502.0,0
4949,2,h,VB,2.1,3205.0,2.0,2.0,1.0,131.0,1890.0,-37.839,144.94799999999995,Southern Metropolitan,5943.0,1
4950,4,h,S,14.2,3149.0,4.0,3.0,2.0,720.0,1960.0,-37.87833,145.13731,Eastern Metropolitan,13366.0,1
4951,2,u,S,13.7,3188.0,2.0,1.0,1.0,266.0,1970.0,-37.9344,145.004,Southern Metropolitan,5454.0,0
4952,4,h,SP,14.5,3087.0,4.0,2.0,3.0,777.0,,-37.69837,145.08992,Northern Metropolitan,1442.0,0
4953,2,t,S,6.4,3012.0,2.0,2.0,1.0,279.0,2013.0,-37.78799,144.87515,Western Metropolitan,3873.0,0
4954,3,h,S,8.2,3012.0,3.0,1.0,1.0,405.0,,-37.79,144.86700000000005,Western Metropolitan,5058.0,0
4955,2,u,S,11.4,3163.0,2.0,2.0,1.0,0.0,2014.0,-37.8873,145.0572,Southern Metropolitan,7822.0,0
4956,4,h,SP,6.6,3011.0,4.0,2.0,3.0,571.0,1920.0,-37.809,144.8865,Western Metropolitan,2417.0,1
4957,2,h,SP,4.2,3031.0,2.0,1.0,1.0,197.0,1890.0,-37.7918,144.9264,Northern Metropolitan,5263.0,1
4958,4,h,SP,14.7,3152.0,4.0,2.0,3.0,729.0,1970.0,-37.85728,145.24839,Eastern Metropolitan,7082.0,0
4959,3,h,S,13.0,3046.0,3.0,1.0,2.0,666.0,1960.0,-37.7015,144.9191,Northern Metropolitan,8870.0,0
4960,3,h,S,6.4,3011.0,3.0,1.0,2.0,323.0,1900.0,-37.7935,144.8893,Western Metropolitan,7570.0,0
4961,2,u,S,4.6,3142.0,2.0,1.0,1.0,0.0,,-37.8359,145.0126,Southern Metropolitan,7217.0,0
4962,4,h,S,11.8,3204.0,4.0,2.0,2.0,691.0,1935.0,-37.905,145.029,Southern Metropolitan,3578.0,1
4963,4,h,S,14.6,3189.0,4.0,3.0,4.0,581.0,1960.0,-37.9382,145.0577,Southern Metropolitan,2555.0,0
4964,3,h,S,4.6,3122.0,3.0,1.0,1.0,199.0,1890.0,-37.8172,145.0243,Southern Metropolitan,11308.0,1
4965,4,h,VB,8.9,3084.0,4.0,2.0,2.0,635.0,1955.0,-37.74586,145.07392,Eastern Metropolitan,3540.0,1
4966,2,t,S,13.0,3046.0,2.0,2.0,1.0,190.0,,-37.7072,144.9241,Northern Metropolitan,8870.0,0
4967,4,h,PI,7.7,3184.0,4.0,3.0,2.0,348.0,1900.0,-37.8748,144.9778,Southern Metropolitan,8989.0,2
4968,4,h,S,13.0,3204.0,4.0,1.0,1.0,567.0,,-37.9149,145.0252,Southern Metropolitan,6795.0,1
4969,3,h,PI,8.4,3015.0,3.0,2.0,3.0,2522.0,2006.0,-37.8462,144.8944,Western Metropolitan,5498.0,1
4970,2,h,PI,2.1,3205.0,2.0,2.0,1.0,141.0,1900.0,-37.8389,144.9612,Southern Metropolitan,5943.0,1
4971,4,h,PI,11.8,3105.0,4.0,2.0,1.0,1124.0,1960.0,-37.7679,145.0958,Eastern Metropolitan,4480.0,0
4972,5,h,SP,27.0,3196.0,5.0,6.0,3.0,900.0,1960.0,-38.04105,145.1216,South-Eastern Metropolitan,2546.0,1
4973,4,h,PI,8.2,3012.0,4.0,2.0,2.0,0.0,,-37.7992,144.8772,Western Metropolitan,5058.0,1
4974,2,h,SP,7.0,3013.0,3.0,1.0,2.0,471.0,1950.0,-37.8149,144.8707,Western Metropolitan,6543.0,0
4975,3,h,PI,5.9,3144.0,3.0,2.0,2.0,400.0,2007.0,-37.85183,145.03863,Southern Metropolitan,4675.0,1
4976,3,h,SP,12.9,3043.0,3.0,2.0,2.0,453.0,,-37.70606,144.89412,Western Metropolitan,1071.0,0
4977,4,h,VB,8.5,3044.0,4.0,2.0,3.0,555.0,1950.0,-37.71561,144.94336,Northern Metropolitan,7485.0,0
4978,3,h,S,16.1,3088.0,3.0,2.0,1.0,653.0,1970.0,-37.71846,145.09689,Northern Metropolitan,8524.0,0
4979,3,h,SP,8.8,3072.0,2.0,1.0,1.0,421.0,1930.0,-37.738,145.0064,Northern Metropolitan,14577.0,0
4980,2,t,S,12.0,3073.0,2.0,1.0,1.0,243.0,2012.0,-37.71045,145.0018,Northern Metropolitan,21650.0,0
4981,4,h,S,12.4,3060.0,4.0,2.0,1.0,613.0,1970.0,-37.7034,144.9666,Northern Metropolitan,5070.0,0
4982,5,h,VB,4.2,3031.0,5.0,2.0,2.0,566.0,1890.0,-37.7893,144.933,Northern Metropolitan,5263.0,1
4983,2,u,S,7.5,3123.0,2.0,1.0,1.0,1536.0,,-37.8307,145.0493,Southern Metropolitan,6482.0,0
4984,3,h,S,6.8,3016.0,3.0,1.0,1.0,508.0,,-37.85265,144.89376,Western Metropolitan,6380.0,1
4985,3,t,SP,12.4,3060.0,3.0,1.0,1.0,314.0,1970.0,-37.7066,144.9733,Northern Metropolitan,5070.0,0
4986,3,h,S,31.7,3429.0,3.0,1.0,2.0,1050.0,,-37.58319,144.73685,Western Metropolitan,14092.0,0
4987,4,h,S,41.0,3910.0,4.0,2.0,6.0,2026.0,,-38.15575,145.19516000000004,Eastern Victoria,8743.0,0
4988,4,h,PI,13.1,3128.0,3.0,2.0,3.0,729.0,1905.0,-37.8233,145.1267,Eastern Metropolitan,4605.0,1
4989,3,h,S,5.3,3122.0,3.0,2.0,2.0,0.0,1975.0,-37.82452,145.02204,Southern Metropolitan,11308.0,1
4990,2,h,S,11.0,3147.0,2.0,1.0,2.0,704.0,,-37.8745,145.0738,Southern Metropolitan,3052.0,1
4991,3,h,S,14.0,3047.0,3.0,1.0,2.0,622.0,1960.0,-37.68908,144.9116,Northern Metropolitan,851.0,0
4992,3,h,S,6.2,3015.0,3.0,1.0,2.0,204.0,,-37.84234,144.86622,Western Metropolitan,5498.0,0
4993,4,h,VB,7.3,3102.0,4.0,2.0,3.0,846.0,,-37.79187,145.0487,Southern Metropolitan,2671.0,1
4994,3,h,S,13.9,3108.0,3.0,1.0,2.0,1073.0,1960.0,-37.7772,145.1157,Eastern Metropolitan,9028.0,1
4995,4,h,S,14.7,3030.0,4.0,2.0,2.0,556.0,2001.0,-37.89463,144.66857,Western Metropolitan,16166.0,0
4996,3,h,S,27.2,3024.0,3.0,1.0,2.0,743.0,1990.0,-37.89757,144.63041,Western Metropolitan,5262.0,0
4997,2,u,S,11.7,3125.0,2.0,1.0,1.0,81.0,1965.0,-37.8495,145.0999,Southern Metropolitan,5678.0,0
4998,3,h,S,12.9,3043.0,3.0,1.0,2.0,300.0,,-37.68416,144.8895,Western Metropolitan,3285.0,0
4999,3,h,VB,7.7,3124.0,3.0,2.0,2.0,321.0,1997.0,-37.84627,145.08366,Southern Metropolitan,8920.0,1
5000,4,h,S,29.8,3338.0,4.0,2.0,3.0,655.0,1975.0,-37.69548,144.56775,Western Victoria,4718.0,0
5001,2,u,PI,13.9,3165.0,3.0,2.0,1.0,0.0,1970.0,-37.9212,145.0674,Southern Metropolitan,10969.0,0
5002,4,t,S,13.0,3204.0,4.0,2.0,3.0,354.0,2008.0,-37.9326,145.0441,Southern Metropolitan,6795.0,1
5003,2,h,S,6.4,3012.0,2.0,1.0,1.0,369.0,,-37.79205,144.87142,Western Metropolitan,5058.0,0
5004,3,h,S,17.9,3082.0,3.0,1.0,1.0,622.0,1992.0,-37.66294,145.06301000000005,Northern Metropolitan,10529.0,0
5005,3,h,S,10.5,3081.0,3.0,1.0,0.0,673.0,1950.0,-37.7428,145.0494,Eastern Metropolitan,2947.0,0
5006,4,h,S,13.8,3107.0,4.0,2.0,2.0,650.0,1980.0,-37.7694,145.1222,Eastern Metropolitan,5420.0,1
5007,3,u,S,8.8,3072.0,3.0,1.0,1.0,210.0,1996.0,-37.7317,145.0083,Northern Metropolitan,14577.0,0
5008,4,h,S,18.4,3029.0,4.0,2.0,1.0,570.0,,-37.87185,144.68931,Western Metropolitan,13830.0,0
5009,2,u,VB,5.4,3101.0,2.0,2.0,1.0,0.0,1950.0,-37.80593,145.05121,Southern Metropolitan,10331.0,0
5010,2,h,S,4.5,3181.0,2.0,1.0,2.0,227.0,,-37.8543,145.003,Southern Metropolitan,7717.0,1
5011,2,u,S,4.6,3142.0,2.0,1.0,1.0,0.0,1950.0,-37.8424,145.0184,Southern Metropolitan,7217.0,0
5012,2,u,SP,9.2,3146.0,2.0,1.0,1.0,1069.0,1960.0,-37.8547,145.0457,Southern Metropolitan,10412.0,0
5013,5,h,S,11.2,3186.0,5.0,3.0,2.0,895.0,1938.0,-37.9204,145.0028,Southern Metropolitan,10579.0,2
5014,3,h,S,8.0,3016.0,3.0,1.0,0.0,273.0,,-37.8651,144.8986,Western Metropolitan,6380.0,1
5015,3,h,PI,4.5,3181.0,3.0,1.0,0.0,249.0,,-37.859,145.0038,Southern Metropolitan,7717.0,0
5016,3,h,SP,8.4,3015.0,3.0,1.0,1.0,307.0,,-37.8389,144.8779,Western Metropolitan,5498.0,0
5017,4,h,VB,7.9,3079.0,4.0,2.0,1.0,694.0,1950.0,-37.7565,145.0506,Eastern Metropolitan,5549.0,1
5018,2,h,PI,10.7,3187.0,2.0,1.0,2.0,347.0,,-37.9137,145.0164,Southern Metropolitan,6938.0,0
5019,4,h,S,5.3,3122.0,4.0,1.0,3.0,636.0,1890.0,-37.81931,145.04107,Southern Metropolitan,11308.0,2
5020,1,u,S,8.0,3040.0,1.0,1.0,1.0,0.0,,-37.7537,144.917,Western Metropolitan,9264.0,0
5021,2,h,S,12.4,3083.0,2.0,1.0,0.0,640.0,,-37.717,145.0312,Northern Metropolitan,1414.0,0
5022,4,h,S,11.2,3127.0,4.0,1.0,1.0,579.0,1900.0,-37.8224,145.0959,Southern Metropolitan,5457.0,1
5023,3,h,S,9.8,3040.0,3.0,2.0,2.0,470.0,1968.0,-37.7522,144.88299999999995,Western Metropolitan,588.0,1
5024,3,h,S,4.4,3031.0,2.0,1.0,1.0,313.0,,-37.7853,144.9235,Northern Metropolitan,3593.0,1
5025,3,h,S,9.9,3044.0,3.0,1.0,1.0,446.0,1950.0,-37.7181,144.9422,Northern Metropolitan,7485.0,0
5026,4,h,S,8.2,3041.0,4.0,1.0,2.0,750.0,1960.0,-37.73051,144.91731,Western Metropolitan,3284.0,1
5027,3,h,S,14.8,3023.0,3.0,1.0,2.0,693.0,,-37.77371,144.76918999999995,Western Metropolitan,6388.0,0
5028,3,h,PI,13.9,3108.0,2.0,2.0,2.0,366.0,2013.0,-37.792,145.1077,Eastern Metropolitan,9028.0,0
5029,6,h,SP,7.7,3124.0,6.0,3.0,2.0,794.0,1970.0,-37.84317,145.05688,Southern Metropolitan,8920.0,2
5030,4,h,S,9.7,3104.0,4.0,2.0,2.0,639.0,,-37.79836,145.10111,Southern Metropolitan,7809.0,1
5031,2,h,S,10.8,3019.0,2.0,1.0,4.0,749.0,1950.0,-37.7814,144.847,Western Metropolitan,3589.0,0
5032,4,h,SP,7.3,3146.0,4.0,1.0,1.0,702.0,,-37.84914000000001,145.06421,Southern Metropolitan,10412.0,1
5033,3,h,S,13.0,3046.0,3.0,1.0,4.0,704.0,1960.0,-37.7021,144.9136,Northern Metropolitan,8870.0,0
5034,1,u,S,11.4,3163.0,1.0,1.0,1.0,0.0,1960.0,-37.8887,145.048,Southern Metropolitan,7822.0,0
5035,5,h,VB,10.7,3187.0,5.0,2.0,5.0,775.0,1920.0,-37.932,145.0284,Southern Metropolitan,6938.0,1
5036,2,h,S,9.2,3012.0,2.0,1.0,4.0,524.0,,-37.779,144.8832,Western Metropolitan,3873.0,0
5037,2,h,S,13.9,3165.0,2.0,1.0,1.0,687.0,,-37.9234,145.0616,Southern Metropolitan,10969.0,1
5038,4,h,S,13.0,3204.0,4.0,2.0,2.0,,,-37.9321,145.0361,Southern Metropolitan,6795.0,1
5039,4,h,S,8.4,3126.0,4.0,3.0,2.0,967.0,1996.0,-37.81792,145.06243999999995,Southern Metropolitan,3265.0,2
5040,2,h,S,11.2,3186.0,2.0,1.0,2.0,0.0,,-37.9118,145.0041,Southern Metropolitan,10579.0,1
5041,3,h,S,15.0,3021.0,3.0,1.0,2.0,557.0,,-37.7279,144.8224,Western Metropolitan,1202.0,0
5042,2,t,PI,8.7,3032.0,2.0,2.0,1.0,176.0,2010.0,-37.7693,144.8905,Western Metropolitan,4918.0,0
5043,4,h,S,16.5,3049.0,4.0,2.0,4.0,744.0,,-37.6815,144.87892,Northern Metropolitan,2474.0,0
5044,2,u,SP,4.6,3122.0,2.0,1.0,0.0,0.0,1960.0,-37.832,145.0431,Southern Metropolitan,11308.0,0
5045,4,h,SP,12.9,3043.0,4.0,2.0,2.0,561.0,1970.0,-37.68269,144.88601,Western Metropolitan,3285.0,0
5046,2,u,S,7.7,3184.0,2.0,1.0,1.0,0.0,1975.0,-37.8842,144.9829,Southern Metropolitan,8989.0,0
5047,3,t,S,1.9,3003.0,3.0,3.0,1.0,801.0,2008.0,-37.8067,144.9435,Northern Metropolitan,2230.0,1
5048,3,h,S,8.9,3084.0,3.0,1.0,2.0,609.0,1960.0,-37.74351,145.07965,Eastern Metropolitan,3540.0,1
5049,3,h,S,13.5,3042.0,3.0,1.0,1.0,579.0,1975.0,-37.7226,144.8733,Western Metropolitan,3464.0,0
5050,3,h,S,9.2,3146.0,3.0,2.0,2.0,217.0,2006.0,-37.8639,145.0641,Southern Metropolitan,10412.0,1
5051,3,h,S,7.5,3040.0,3.0,2.0,2.0,441.0,,-37.74664,144.92285,Western Metropolitan,9264.0,1
5052,2,h,S,2.3,3051.0,2.0,1.0,1.0,111.0,1880.0,-37.8044,144.9481,Northern Metropolitan,6821.0,0
5053,1,u,S,7.8,3161.0,1.0,1.0,1.0,60.0,1975.0,-37.87972,145.03351,Southern Metropolitan,6923.0,0
5054,2,h,S,3.5,3068.0,2.0,1.0,1.0,150.0,1890.0,-37.7833,144.9819,Northern Metropolitan,6244.0,0
5055,4,h,S,14.7,3030.0,4.0,2.0,2.0,334.0,2000.0,-37.90584000000001,144.74858,Western Metropolitan,15542.0,0
5056,3,h,PI,12.1,3163.0,3.0,1.0,2.0,618.0,1960.0,-37.8991,145.0686,Southern Metropolitan,4442.0,1
5057,3,u,SP,8.2,3012.0,2.0,1.0,0.0,183.0,1930.0,-37.7968,144.8708,Western Metropolitan,5058.0,0
5058,2,h,S,9.4,3081.0,2.0,1.0,3.0,609.0,,-37.7415,145.0391,Eastern Metropolitan,2674.0,0
5059,2,t,S,5.1,3011.0,2.0,1.0,1.0,43.0,2010.0,-37.78822,144.88361,Western Metropolitan,7570.0,0
5060,2,h,S,10.3,3187.0,2.0,1.0,2.0,708.0,,-37.91488,145.01868000000005,Southern Metropolitan,6938.0,1
